index,label,prediction_set,set_size,uncertainty_score,correct
934,2,[5],1,1.0,False
935,3,[3],1,1.0,True
936,8,[8],1,1.0,True
937,8,[8],1,1.0,True
938,7,[7],1,1.0,True
939,4,[4],1,1.0,True
940,2,[2],1,1.0,True
941,6,[4],1,1.0,False
942,7,[7],1,1.0,True
943,1,[1],1,1.0,True
944,1,[1],1,1.0,True
945,7,[7],1,1.0,True
946,8,[8],1,1.0,True
947,3,[5],1,1.0,False
948,3,[3],1,1.0,True
949,8,[8],1,1.0,True
950,0,[0],1,1.0,True
951,1,[1],1,1.0,True
952,1,[1],1,1.0,True
953,7,[7],1,1.0,True
954,6,[6],1,1.0,True
955,6,[6],1,1.0,True
956,4,[4],1,1.0,True
957,9,[9],1,1.0,True
958,5,[5],1,1.0,True
959,6,[6],1,1.0,True
960,7,[7],1,1.0,True
961,4,[],0,0.0,False
962,8,[8],1,1.0,True
963,1,[1],1,1.0,True
964,2,[2],1,1.0,True
965,7,[7],1,1.0,True
966,6,[6],1,1.0,True
967,5,[5],1,1.0,True
968,4,[4],1,1.0,True
969,9,[9],1,1.0,True
970,9,[9],1,1.0,True
971,6,[6],1,1.0,True
972,3,[3],1,1.0,True
973,3,[3],1,1.0,True
974,6,[6],1,1.0,True
975,0,[0],1,1.0,True
976,2,[],0,0.0,False
977,0,[0],1,1.0,True
978,7,[7],1,1.0,True
979,9,[9],1,1.0,True
980,2,[2],1,1.0,True
981,7,[7],1,1.0,True
982,8,[8],1,1.0,True
983,9,[9],1,1.0,True
984,0,[0],1,1.0,True
985,4,[4],1,1.0,True
986,5,[5],1,1.0,True
987,5,[5],1,1.0,True
988,3,[3],1,1.0,True
989,9,[9],1,1.0,True
990,7,[7],1,1.0,True
991,4,[4],1,1.0,True
992,2,[2],1,1.0,True
993,8,[8],1,1.0,True
994,0,[8],1,1.0,False
995,0,[0],1,1.0,True
996,4,[4],1,1.0,True
997,5,[],0,0.0,False
998,2,[2],1,1.0,True
999,9,[9],1,1.0,True
1000,7,[7],1,1.0,True
1001,1,[1],1,1.0,True
1002,4,[4],1,1.0,True
1003,1,[1],1,1.0,True
1004,7,[7],1,1.0,True
1005,1,[8],1,1.0,False
1006,9,[9],1,1.0,True
1007,3,[3],1,1.0,True
1008,3,[3],1,1.0,True
1009,0,[0],1,1.0,True
1010,5,[3],1,1.0,False
1011,3,[3],1,1.0,True
1012,5,[5],1,1.0,True
1013,6,[6],1,1.0,True
1014,5,[3],1,1.0,False
1015,7,[7],1,1.0,True
1016,6,[6],1,1.0,True
1017,7,[7],1,1.0,True
1018,0,[0],1,1.0,True
1019,4,[4],1,1.0,True
1020,1,[1],1,1.0,True
1021,9,[9],1,1.0,True
1022,3,[3],1,1.0,True
1023,0,[0],1,1.0,True
1024,6,[6],1,1.0,True
1025,8,[8],1,1.0,True
1026,7,[7],1,1.0,True
1027,1,[1],1,1.0,True
1028,5,[5],1,1.0,True
1029,0,[0],1,1.0,True
1030,3,[3],1,1.0,True
1031,2,[2],1,1.0,True
1032,3,[3],1,1.0,True
1033,0,[8],1,1.0,False
1034,0,[0],1,1.0,True
1035,2,[2],1,1.0,True
1036,8,[8],1,1.0,True
1037,9,[9],1,1.0,True
1038,6,[6],1,1.0,True
1039,9,[9],1,1.0,True
1040,2,[],0,0.0,False
1041,3,[],0,0.0,False
1042,3,[3],1,1.0,True
1043,8,[8],1,1.0,True
1044,4,[4],1,1.0,True
1045,0,[0],1,1.0,True
1046,4,[4],1,1.0,True
1047,0,[],0,0.0,False
1048,5,[5],1,1.0,True
1049,6,[6],1,1.0,True
1050,4,[4],1,1.0,True
1051,1,[1],1,1.0,True
1052,3,[3],1,1.0,True
1053,7,[7],1,1.0,True
1054,9,[9],1,1.0,True
1055,4,[4],1,1.0,True
1056,8,[8],1,1.0,True
1057,2,[2],1,1.0,True
1058,6,[6],1,1.0,True
1059,0,[0],1,1.0,True
1060,8,[8],1,1.0,True
1061,5,[],0,0.0,False
1062,9,[9],1,1.0,True
1063,7,[7],1,1.0,True
1064,0,[0],1,1.0,True
1065,2,[2],1,1.0,True
1066,1,[1],1,1.0,True
1067,3,[],0,0.0,False
1068,6,[],0,0.0,False
1069,7,[7],1,1.0,True
1070,1,[1],1,1.0,True
1071,2,[2],1,1.0,True
1072,2,[2],1,1.0,True
1073,2,[2],1,1.0,True
1074,9,[9],1,1.0,True
1075,7,[7],1,1.0,True
1076,3,[3],1,1.0,True
1077,7,[7],1,1.0,True
1078,9,[9],1,1.0,True
1079,7,[7],1,1.0,True
1080,2,[2],1,1.0,True
1081,4,[4],1,1.0,True
1082,9,[9],1,1.0,True
1083,9,[9],1,1.0,True
1084,8,[1],1,1.0,False
1085,5,[5],1,1.0,True
1086,0,[0],1,1.0,True
1087,4,[],0,0.0,False
1088,0,[0],1,1.0,True
1089,0,[0],1,1.0,True
1090,2,[2],1,1.0,True
1091,8,[8],1,1.0,True
1092,4,[4],1,1.0,True
1093,2,[2],1,1.0,True
1094,2,[],0,0.0,False
1095,3,[3],1,1.0,True
1096,4,[4],1,1.0,True
1097,0,[0],1,1.0,True
1098,4,[4],1,1.0,True
1099,0,[0],1,1.0,True
1100,6,[],0,0.0,False
1101,2,[2],1,1.0,True
1102,9,[],0,0.0,False
1103,0,[0],1,1.0,True
1104,6,[6],1,1.0,True
1105,3,[3],1,1.0,True
1106,9,[9],1,1.0,True
1107,1,[1],1,1.0,True
1108,6,[6],1,1.0,True
1109,9,[9],1,1.0,True
1110,5,[5],1,1.0,True
1111,5,[5],1,1.0,True
1112,0,[0],1,1.0,True
1113,0,[0],1,1.0,True
1114,7,[7],1,1.0,True
1115,4,[4],1,1.0,True
1116,9,[9],1,1.0,True
1117,7,[7],1,1.0,True
1118,3,[3],1,1.0,True
1119,9,[9],1,1.0,True
1120,8,[8],1,1.0,True
1121,8,[8],1,1.0,True
1122,7,[7],1,1.0,True
1123,5,[5],1,1.0,True
1124,8,[0],1,1.0,False
1125,6,[6],1,1.0,True
1126,4,[4],1,1.0,True
1127,2,[2],1,1.0,True
1128,9,[],0,0.0,False
1129,8,[8],1,1.0,True
1130,3,[3],1,1.0,True
1131,2,[2],1,1.0,True
1132,8,[8],1,1.0,True
1133,9,[9],1,1.0,True
1134,4,[4],1,1.0,True
1135,2,[2],1,1.0,True
1136,7,[7],1,1.0,True
1137,5,[5],1,1.0,True
1138,4,[4],1,1.0,True
1139,4,[4],1,1.0,True
1140,5,[5],1,1.0,True
1141,0,[0],1,1.0,True
1142,3,[],0,0.0,False
1143,4,[4],1,1.0,True
1144,6,[4],1,1.0,False
1145,5,[5],1,1.0,True
1146,1,[1],1,1.0,True
1147,8,[8],1,1.0,True
1148,7,[7],1,1.0,True
1149,9,[9],1,1.0,True
1150,2,[2],1,1.0,True
1151,4,[4],1,1.0,True
1152,0,[0],1,1.0,True
1153,0,[0],1,1.0,True
1154,1,[1],1,1.0,True
1155,1,[1],1,1.0,True
1156,6,[6],1,1.0,True
1157,6,[6],1,1.0,True
1158,1,[1],1,1.0,True
1159,2,[2],1,1.0,True
1160,9,[9],1,1.0,True
1161,2,[2],1,1.0,True
1162,6,[6],1,1.0,True
1163,6,[6],1,1.0,True
1164,8,[8],1,1.0,True
1165,7,[7],1,1.0,True
1166,4,[4],1,1.0,True
1167,4,[4],1,1.0,True
1168,2,[2],1,1.0,True
1169,8,[8],1,1.0,True
1170,8,[8],1,1.0,True
1171,1,[1],1,1.0,True
1172,4,[4],1,1.0,True
1173,8,[8],1,1.0,True
1174,4,[4],1,1.0,True
1175,9,[9],1,1.0,True
1176,0,[0],1,1.0,True
1177,2,[2],1,1.0,True
1178,9,[9],1,1.0,True
1179,7,[7],1,1.0,True
1180,5,[0],1,1.0,False
1181,4,[4],1,1.0,True
1182,8,[8],1,1.0,True
1183,5,[],0,0.0,False
1184,4,[4],1,1.0,True
1185,5,[],0,0.0,False
1186,7,[7],1,1.0,True
1187,5,[5],1,1.0,True
1188,7,[7],1,1.0,True
1189,2,[0],1,1.0,False
1190,8,[8],1,1.0,True
1191,5,[5],1,1.0,True
1192,5,[5],1,1.0,True
1193,7,[7],1,1.0,True
1194,9,[9],1,1.0,True
1195,2,[2],1,1.0,True
1196,4,[4],1,1.0,True
1197,5,[5],1,1.0,True
1198,5,[5],1,1.0,True
1199,2,[4],1,1.0,False
1200,1,[9],1,1.0,False
1201,1,[1],1,1.0,True
1202,9,[9],1,1.0,True
1203,9,[9],1,1.0,True
1204,7,[7],1,1.0,True
1205,9,[9],1,1.0,True
1206,0,[0],1,1.0,True
1207,8,[8],1,1.0,True
1208,5,[5],1,1.0,True
1209,1,[1],1,1.0,True
1210,4,[4],1,1.0,True
1211,4,[4],1,1.0,True
1212,4,[4],1,1.0,True
1213,4,[4],1,1.0,True
1214,5,[3],1,1.0,False
1215,4,[4],1,1.0,True
1216,6,[6],1,1.0,True
1217,7,[7],1,1.0,True
1218,2,[2],1,1.0,True
1219,5,[5],1,1.0,True
1220,7,[7],1,1.0,True
1221,2,[2],1,1.0,True
1222,1,[1],1,1.0,True
1223,0,[0],1,1.0,True
1224,5,[5],1,1.0,True
1225,6,[2],1,1.0,False
1226,5,[5],1,1.0,True
1227,6,[6],1,1.0,True
1228,4,[4],1,1.0,True
1229,9,[9],1,1.0,True
1230,3,[3],1,1.0,True
1231,2,[2],1,1.0,True
1232,1,[1],1,1.0,True
1233,1,[],0,0.0,False
1234,3,[0],1,1.0,False
1235,0,[0],1,1.0,True
1236,8,[1],1,1.0,False
1237,3,[3],1,1.0,True
1238,2,[2],1,1.0,True
1239,4,[4],1,1.0,True
1240,1,[1],1,1.0,True
1241,6,[6],1,1.0,True
1242,5,[3],1,1.0,False
1243,7,[7],1,1.0,True
1244,2,[2],1,1.0,True
1245,2,[2],1,1.0,True
1246,6,[6],1,1.0,True
1247,1,[1],1,1.0,True
1248,2,[2],1,1.0,True
1249,0,[0],1,1.0,True
1250,0,[0],1,1.0,True
1251,7,[7],1,1.0,True
1252,1,[1],1,1.0,True
1253,4,[],0,0.0,False
1254,9,[9],1,1.0,True
1255,3,[3],1,1.0,True
1256,1,[],0,0.0,False
1257,8,[8],1,1.0,True
1258,1,[1],1,1.0,True
1259,4,[4],1,1.0,True
1260,6,[6],1,1.0,True
1261,5,[5],1,1.0,True
1262,8,[8],1,1.0,True
1263,8,[8],1,1.0,True
1264,7,[],0,0.0,False
1265,4,[4],1,1.0,True
1266,3,[3],1,1.0,True
1267,5,[5],1,1.0,True
1268,5,[5],1,1.0,True
1269,3,[3],1,1.0,True
1270,8,[8],1,1.0,True
1271,3,[],0,0.0,False
1272,0,[0],1,1.0,True
1273,1,[1],1,1.0,True
1274,5,[5],1,1.0,True
1275,4,[],0,0.0,False
1276,1,[1],1,1.0,True
1277,3,[3],1,1.0,True
1278,6,[6],1,1.0,True
1279,3,[3],1,1.0,True
1280,9,[9],1,1.0,True
1281,9,[9],1,1.0,True
1282,0,[],0,0.0,False
1283,5,[5],1,1.0,True
1284,2,[2],1,1.0,True
1285,4,[4],1,1.0,True
1286,4,[6],1,1.0,False
1287,3,[3],1,1.0,True
1288,1,[1],1,1.0,True
1289,7,[7],1,1.0,True
1290,3,[3],1,1.0,True
1291,6,[6],1,1.0,True
1292,2,[2],1,1.0,True
1293,0,[0],1,1.0,True
1294,7,[7],1,1.0,True
1295,0,[0],1,1.0,True
1296,7,[7],1,1.0,True
1297,3,[3],1,1.0,True
1298,8,[1],1,1.0,False
1299,7,[7],1,1.0,True
1300,9,[9],1,1.0,True
1301,8,[8],1,1.0,True
1302,8,[8],1,1.0,True
1303,6,[6],1,1.0,True
1304,5,[5],1,1.0,True
1305,0,[0],1,1.0,True
1306,7,[7],1,1.0,True
1307,3,[3],1,1.0,True
1308,7,[7],1,1.0,True
1309,3,[3],1,1.0,True
1310,8,[8],1,1.0,True
1311,5,[5],1,1.0,True
1312,4,[4],1,1.0,True
1313,7,[7],1,1.0,True
1314,7,[7],1,1.0,True
1315,2,[2],1,1.0,True
1316,5,[5],1,1.0,True
1317,8,[8],1,1.0,True
1318,0,[0],1,1.0,True
1319,0,[0],1,1.0,True
1320,6,[6],1,1.0,True
1321,4,[4],1,1.0,True
1322,8,[8],1,1.0,True
1323,6,[6],1,1.0,True
1324,9,[9],1,1.0,True
1325,7,[7],1,1.0,True
1326,7,[7],1,1.0,True
1327,9,[8],1,1.0,False
1328,5,[5],1,1.0,True
1329,3,[3],1,1.0,True
1330,5,[5],1,1.0,True
1331,3,[3],1,1.0,True
1332,7,[7],1,1.0,True
1333,2,[2],1,1.0,True
1334,6,[6],1,1.0,True
1335,3,[],0,0.0,False
1336,1,[1],1,1.0,True
1337,7,[7],1,1.0,True
1338,9,[9],1,1.0,True
1339,0,[],0,0.0,False
1340,2,[2],1,1.0,True
1341,3,[],0,0.0,False
1342,5,[3],1,1.0,False
1343,7,[7],1,1.0,True
1344,5,[5],1,1.0,True
1345,7,[7],1,1.0,True
1346,1,[1],1,1.0,True
1347,3,[3],1,1.0,True
1348,6,[6],1,1.0,True
1349,4,[4],1,1.0,True
1350,5,[5],1,1.0,True
1351,2,[],0,0.0,False
1352,7,[7],1,1.0,True
1353,0,[0],1,1.0,True
1354,9,[9],1,1.0,True
1355,9,[9],1,1.0,True
1356,3,[3],1,1.0,True
1357,2,[2],1,1.0,True
1358,3,[5],1,1.0,False
1359,2,[2],1,1.0,True
1360,7,[7],1,1.0,True
1361,9,[9],1,1.0,True
1362,7,[7],1,1.0,True
1363,3,[3],1,1.0,True
1364,6,[6],1,1.0,True
1365,3,[3],1,1.0,True
1366,1,[1],1,1.0,True
1367,8,[],0,0.0,False
1368,9,[9],1,1.0,True
1369,9,[9],1,1.0,True
1370,4,[4],1,1.0,True
1371,3,[3],1,1.0,True
1372,8,[8],1,1.0,True
1373,7,[7],1,1.0,True
1374,0,[0],1,1.0,True
1375,2,[2],1,1.0,True
1376,4,[4],1,1.0,True
1377,8,[8],1,1.0,True
1378,9,[9],1,1.0,True
1379,4,[4],1,1.0,True
1380,7,[7],1,1.0,True
1381,3,[5],1,1.0,False
1382,3,[3],1,1.0,True
1383,1,[1],1,1.0,True
1384,0,[0],1,1.0,True
1385,7,[7],1,1.0,True
1386,8,[8],1,1.0,True
1387,8,[8],1,1.0,True
1388,8,[8],1,1.0,True
1389,6,[6],1,1.0,True
1390,2,[],0,0.0,False
1391,1,[1],1,1.0,True
1392,4,[4],1,1.0,True
1393,8,[8],1,1.0,True
1394,7,[7],1,1.0,True
1395,6,[6],1,1.0,True
1396,3,[3],1,1.0,True
1397,8,[8],1,1.0,True
1398,1,[1],1,1.0,True
1399,5,[],0,0.0,False
1400,2,[2],1,1.0,True
1401,1,[1],1,1.0,True
1402,3,[3],1,1.0,True
1403,5,[7],1,1.0,False
1404,9,[9],1,1.0,True
1405,1,[1],1,1.0,True
1406,4,[4],1,1.0,True
1407,1,[1],1,1.0,True
1408,0,[0],1,1.0,True
1409,0,[0],1,1.0,True
1410,9,[9],1,1.0,True
1411,6,[6],1,1.0,True
1412,1,[1],1,1.0,True
1413,6,[6],1,1.0,True
1414,9,[0],1,1.0,False
1415,0,[0],1,1.0,True
1416,6,[6],1,1.0,True
1417,2,[2],1,1.0,True
1418,6,[6],1,1.0,True
1419,7,[7],1,1.0,True
1420,5,[5],1,1.0,True
1421,7,[7],1,1.0,True
1422,4,[4],1,1.0,True
1423,6,[6],1,1.0,True
1424,6,[6],1,1.0,True
1425,0,[0],1,1.0,True
1426,6,[6],1,1.0,True
1427,9,[9],1,1.0,True
1428,3,[3],1,1.0,True
1429,5,[5],1,1.0,True
1430,4,[4],1,1.0,True
1431,0,[0],1,1.0,True
1432,5,[5],1,1.0,True
1433,8,[8],1,1.0,True
1434,1,[1],1,1.0,True
1435,4,[],0,0.0,False
1436,2,[2],1,1.0,True
1437,8,[8],1,1.0,True
1438,3,[3],1,1.0,True
1439,4,[4],1,1.0,True
1440,2,[2],1,1.0,True
1441,5,[5],1,1.0,True
1442,7,[7],1,1.0,True
1443,3,[3],1,1.0,True
1444,3,[3],1,1.0,True
1445,6,[6],1,1.0,True
1446,4,[4],1,1.0,True
1447,6,[6],1,1.0,True
1448,4,[4],1,1.0,True
1449,3,[3],1,1.0,True
1450,3,[3],1,1.0,True
1451,0,[0],1,1.0,True
1452,7,[7],1,1.0,True
1453,5,[5],1,1.0,True
1454,6,[6],1,1.0,True
1455,1,[1],1,1.0,True
1456,7,[7],1,1.0,True
1457,3,[3],1,1.0,True
1458,6,[6],1,1.0,True
1459,1,[1],1,1.0,True
1460,1,[1],1,1.0,True
1461,5,[],0,0.0,False
1462,2,[2],1,1.0,True
1463,1,[1],1,1.0,True
1464,0,[0],1,1.0,True
1465,2,[2],1,1.0,True
1466,7,[7],1,1.0,True
1467,8,[8],1,1.0,True
1468,4,[4],1,1.0,True
1469,6,[6],1,1.0,True
1470,4,[4],1,1.0,True
1471,8,[8],1,1.0,True
1472,0,[0],1,1.0,True
1473,8,[8],1,1.0,True
1474,9,[9],1,1.0,True
1475,3,[],0,0.0,False
1476,1,[1],1,1.0,True
1477,7,[7],1,1.0,True
1478,7,[7],1,1.0,True
1479,2,[2],1,1.0,True
1480,7,[7],1,1.0,True
1481,6,[6],1,1.0,True
1482,1,[1],1,1.0,True
1483,2,[2],1,1.0,True
1484,6,[],0,0.0,False
1485,3,[],0,0.0,False
1486,2,[2],1,1.0,True
1487,2,[2],1,1.0,True
1488,7,[7],1,1.0,True
1489,6,[6],1,1.0,True
1490,3,[3],1,1.0,True
1491,5,[5],1,1.0,True
1492,6,[6],1,1.0,True
1493,6,[6],1,1.0,True
1494,4,[4],1,1.0,True
1495,4,[4],1,1.0,True
1496,6,[6],1,1.0,True
1497,6,[6],1,1.0,True
1498,3,[3],1,1.0,True
1499,3,[3],1,1.0,True
1500,1,[1],1,1.0,True
1501,2,[2],1,1.0,True
1502,0,[0],1,1.0,True
1503,0,[0],1,1.0,True
1504,8,[8],1,1.0,True
1505,8,[8],1,1.0,True
1506,6,[6],1,1.0,True
1507,9,[9],1,1.0,True
1508,3,[2],1,1.0,False
1509,9,[9],1,1.0,True
1510,2,[2],1,1.0,True
1511,7,[7],1,1.0,True
1512,4,[4],1,1.0,True
1513,0,[0],1,1.0,True
1514,5,[5],1,1.0,True
1515,7,[7],1,1.0,True
1516,2,[3],1,1.0,False
1517,1,[1],1,1.0,True
1518,1,[1],1,1.0,True
1519,9,[9],1,1.0,True
1520,4,[4],1,1.0,True
1521,7,[7],1,1.0,True
1522,9,[9],1,1.0,True
1523,4,[4],1,1.0,True
1524,7,[7],1,1.0,True
1525,9,[4],1,1.0,False
1526,1,[1],1,1.0,True
1527,2,[2],1,1.0,True
1528,9,[9],1,1.0,True
1529,3,[5],1,1.0,False
1530,3,[],0,0.0,False
1531,9,[9],1,1.0,True
1532,7,[7],1,1.0,True
1533,9,[9],1,1.0,True
1534,2,[2],1,1.0,True
1535,5,[5],1,1.0,True
1536,3,[3],1,1.0,True
1537,6,[6],1,1.0,True
1538,8,[8],1,1.0,True
1539,0,[0],1,1.0,True
1540,3,[3],1,1.0,True
1541,9,[9],1,1.0,True
1542,1,[1],1,1.0,True
1543,0,[0],1,1.0,True
1544,9,[9],1,1.0,True
1545,0,[0],1,1.0,True
1546,8,[8],1,1.0,True
1547,8,[8],1,1.0,True
1548,3,[3],1,1.0,True
1549,6,[6],1,1.0,True
1550,8,[8],1,1.0,True
1551,3,[3],1,1.0,True
1552,1,[1],1,1.0,True
1553,0,[0],1,1.0,True
1554,9,[],0,0.0,False
1555,2,[2],1,1.0,True
1556,4,[4],1,1.0,True
1557,8,[8],1,1.0,True
1558,6,[6],1,1.0,True
1559,9,[9],1,1.0,True
1560,7,[7],1,1.0,True
1561,7,[7],1,1.0,True
1562,2,[2],1,1.0,True
1563,8,[8],1,1.0,True
1564,8,[8],1,1.0,True
1565,1,[1],1,1.0,True
1566,2,[],0,0.0,False
1567,9,[9],1,1.0,True
1568,1,[1],1,1.0,True
1569,8,[8],1,1.0,True
1570,8,[0],1,1.0,False
1571,5,[],0,0.0,False
1572,8,[8],1,1.0,True
1573,7,[7],1,1.0,True
1574,1,[1],1,1.0,True
1575,6,[6],1,1.0,True
1576,6,[6],1,1.0,True
1577,6,[6],1,1.0,True
1578,2,[2],1,1.0,True
1579,2,[2],1,1.0,True
1580,7,[7],1,1.0,True
1581,8,[8],1,1.0,True
1582,4,[4],1,1.0,True
1583,7,[7],1,1.0,True
1584,9,[9],1,1.0,True
1585,8,[8],1,1.0,True
1586,0,[0],1,1.0,True
1587,6,[6],1,1.0,True
1588,0,[0],1,1.0,True
1589,0,[0],1,1.0,True
1590,6,[6],1,1.0,True
1591,1,[1],1,1.0,True
1592,0,[],0,0.0,False
1593,5,[5],1,1.0,True
1594,6,[6],1,1.0,True
1595,6,[6],1,1.0,True
1596,9,[9],1,1.0,True
1597,7,[7],1,1.0,True
1598,5,[5],1,1.0,True
1599,2,[2],1,1.0,True
1600,0,[0],1,1.0,True
1601,1,[1],1,1.0,True
1602,5,[5],1,1.0,True
1603,0,[0],1,1.0,True
1604,0,[0],1,1.0,True
1605,9,[9],1,1.0,True
1606,7,[7],1,1.0,True
1607,2,[2],1,1.0,True
1608,8,[8],1,1.0,True
1609,2,[2],1,1.0,True
1610,2,[2],1,1.0,True
1611,8,[8],1,1.0,True
1612,8,[8],1,1.0,True
1613,1,[1],1,1.0,True
1614,5,[5],1,1.0,True
1615,0,[0],1,1.0,True
1616,9,[9],1,1.0,True
1617,4,[4],1,1.0,True
1618,0,[0],1,1.0,True
1619,0,[0],1,1.0,True
1620,3,[5],1,1.0,False
1621,3,[3],1,1.0,True
1622,0,[0],1,1.0,True
1623,0,[0],1,1.0,True
1624,6,[6],1,1.0,True
1625,7,[7],1,1.0,True
1626,0,[0],1,1.0,True
1627,8,[8],1,1.0,True
1628,2,[2],1,1.0,True
1629,6,[6],1,1.0,True
1630,4,[4],1,1.0,True
1631,6,[6],1,1.0,True
1632,3,[3],1,1.0,True
1633,2,[2],1,1.0,True
1634,9,[9],1,1.0,True
1635,7,[7],1,1.0,True
1636,6,[6],1,1.0,True
1637,5,[5],1,1.0,True
1638,5,[],0,0.0,False
1639,2,[2],1,1.0,True
1640,1,[1],1,1.0,True
1641,5,[5],1,1.0,True
1642,7,[7],1,1.0,True
1643,9,[9],1,1.0,True
1644,2,[2],1,1.0,True
1645,0,[0],1,1.0,True
1646,4,[4],1,1.0,True
1647,2,[2],1,1.0,True
1648,6,[6],1,1.0,True
1649,9,[9],1,1.0,True
1650,9,[9],1,1.0,True
1651,1,[1],1,1.0,True
1652,6,[0],1,1.0,False
1653,0,[0],1,1.0,True
1654,4,[4],1,1.0,True
1655,3,[3],1,1.0,True
1656,2,[2],1,1.0,True
1657,2,[2],1,1.0,True
1658,4,[4],1,1.0,True
1659,8,[8],1,1.0,True
1660,5,[5],1,1.0,True
1661,1,[],0,0.0,False
1662,1,[1],1,1.0,True
1663,8,[8],1,1.0,True
1664,1,[1],1,1.0,True
1665,1,[1],1,1.0,True
1666,9,[9],1,1.0,True
1667,9,[9],1,1.0,True
1668,0,[0],1,1.0,True
1669,2,[2],1,1.0,True
1670,7,[7],1,1.0,True
1671,5,[5],1,1.0,True
1672,7,[7],1,1.0,True
1673,3,[3],1,1.0,True
1674,1,[1],1,1.0,True
1675,5,[5],1,1.0,True
1676,2,[4],1,1.0,False
1677,4,[4],1,1.0,True
1678,4,[4],1,1.0,True
1679,4,[],0,0.0,False
1680,4,[4],1,1.0,True
1681,1,[1],1,1.0,True
1682,3,[3],1,1.0,True
1683,0,[0],1,1.0,True
1684,8,[8],1,1.0,True
1685,2,[2],1,1.0,True
1686,5,[5],1,1.0,True
1687,9,[9],1,1.0,True
1688,8,[8],1,1.0,True
1689,4,[4],1,1.0,True
1690,8,[],0,0.0,False
1691,2,[2],1,1.0,True
1692,9,[9],1,1.0,True
1693,1,[1],1,1.0,True
1694,5,[5],1,1.0,True
1695,7,[7],1,1.0,True
1696,1,[1],1,1.0,True
1697,7,[7],1,1.0,True
1698,2,[2],1,1.0,True
1699,3,[3],1,1.0,True
1700,2,[2],1,1.0,True
1701,1,[1],1,1.0,True
1702,6,[6],1,1.0,True
1703,9,[9],1,1.0,True
1704,9,[9],1,1.0,True
1705,5,[5],1,1.0,True
1706,5,[5],1,1.0,True
1707,7,[7],1,1.0,True
1708,2,[2],1,1.0,True
1709,6,[6],1,1.0,True
1710,3,[],0,0.0,False
1711,3,[3],1,1.0,True
1712,7,[],0,0.0,False
1713,3,[],0,0.0,False
1714,2,[2],1,1.0,True
1715,0,[0],1,1.0,True
1716,0,[8],1,1.0,False
1717,5,[5],1,1.0,True
1718,5,[5],1,1.0,True
1719,3,[3],1,1.0,True
1720,2,[2],1,1.0,True
1721,6,[6],1,1.0,True
1722,8,[8],1,1.0,True
1723,3,[3],1,1.0,True
1724,0,[8],1,1.0,False
1725,3,[3],1,1.0,True
1726,4,[4],1,1.0,True
1727,9,[9],1,1.0,True
1728,6,[6],1,1.0,True
1729,7,[7],1,1.0,True
1730,0,[0],1,1.0,True
1731,1,[],0,0.0,False
1732,2,[2],1,1.0,True
1733,8,[8],1,1.0,True
1734,3,[3],1,1.0,True
1735,7,[7],1,1.0,True
1736,3,[3],1,1.0,True
1737,9,[],0,0.0,False
1738,6,[6],1,1.0,True
1739,5,[5],1,1.0,True
1740,2,[2],1,1.0,True
1741,2,[2],1,1.0,True
1742,4,[4],1,1.0,True
1743,1,[9],1,1.0,False
1744,0,[0],1,1.0,True
1745,6,[6],1,1.0,True
1746,5,[5],1,1.0,True
1747,6,[6],1,1.0,True
1748,3,[3],1,1.0,True
1749,4,[],0,0.0,False
1750,0,[0],1,1.0,True
1751,8,[8],1,1.0,True
1752,2,[2],1,1.0,True
1753,0,[0],1,1.0,True
1754,1,[1],1,1.0,True
1755,0,[0],1,1.0,True
1756,9,[9],1,1.0,True
1757,9,[9],1,1.0,True
1758,6,[6],1,1.0,True
1759,9,[9],1,1.0,True
1760,9,[9],1,1.0,True
1761,7,[7],1,1.0,True
1762,4,[4],1,1.0,True
1763,8,[8],1,1.0,True
1764,4,[4],1,1.0,True
1765,1,[1],1,1.0,True
1766,4,[4],1,1.0,True
1767,4,[4],1,1.0,True
1768,0,[0],1,1.0,True
1769,2,[2],1,1.0,True
1770,7,[7],1,1.0,True
1771,2,[2],1,1.0,True
1772,6,[6],1,1.0,True
1773,6,[6],1,1.0,True
1774,4,[4],1,1.0,True
1775,8,[8],1,1.0,True
1776,1,[1],1,1.0,True
1777,8,[8],1,1.0,True
1778,8,[8],1,1.0,True
1779,8,[8],1,1.0,True
1780,6,[2],1,1.0,False
1781,1,[1],1,1.0,True
1782,1,[1],1,1.0,True
1783,9,[9],1,1.0,True
1784,9,[9],1,1.0,True
1785,7,[7],1,1.0,True
1786,6,[6],1,1.0,True
1787,5,[5],1,1.0,True
1788,0,[0],1,1.0,True
1789,7,[7],1,1.0,True
1790,5,[5],1,1.0,True
1791,0,[0],1,1.0,True
1792,1,[1],1,1.0,True
1793,1,[1],1,1.0,True
1794,6,[6],1,1.0,True
1795,9,[9],1,1.0,True
1796,6,[6],1,1.0,True
1797,4,[4],1,1.0,True
1798,9,[9],1,1.0,True
1799,2,[2],1,1.0,True
1800,8,[8],1,1.0,True
1801,1,[1],1,1.0,True
1802,8,[8],1,1.0,True
1803,2,[3],1,1.0,False
1804,8,[8],1,1.0,True
1805,6,[6],1,1.0,True
1806,9,[9],1,1.0,True
1807,3,[3],1,1.0,True
1808,8,[8],1,1.0,True
1809,6,[6],1,1.0,True
1810,2,[2],1,1.0,True
1811,6,[6],1,1.0,True
1812,0,[0],1,1.0,True
1813,3,[3],1,1.0,True
